date,amount,post_val,round,about
2014-08-05,1289.0186902864207,24702.851687723807,C轮,近1300万元人民币
2016-01-25,5132.037024481036,62668.984623132266,D轮,5132.0万元人民币
2017-03-08,4845.714727780839,80633.05720915728,E轮,757.14万美元
2017-11-28,985.4447901657934,86340.57237313315,pre-F轮,未披露
2019-03-26,2886.5808617617654,64146.518580430304,F轮,未公开
2020-12-23,1801.5086710627259,51047.56358623871,IPO轮,未披露
2023-02-27,923.103207237758,65343.73633279998,IPO+轮,144.23万美元
2023-05-24,1.0,75353.36962542076,check轮,超1万元人民币
2009-09-28,121.80902950185141,677.7305931241617,天使轮,未披露
2010-12-20,150.22137042778454,875.5314239346623,pre-种子轮,23万美元
2011-01-08,180.15987956778378,1163.7530997196807,种子轮,数十万美元
2011-05-12,182.3186015607899,1593.43779541763,pre-众筹轮,过180万元人民币
2011-05-23,198.64452627892823,1904.109096160899,众筹轮,31万美元
2011-11-30,590.011254887601,5073.3197832361175,A轮,590.0万元人民币
2013-03-14,1987.3751415316035,16194.843488916611,pre-B轮,未公开
2015-02-10,4059.392665709959,33013.03860385313,B轮,4059.39万元人民币
2017-05-01,2093.4718130198257,50576.4968058617,C轮,2093万元人民币
2017-10-10,5013.3354841539485,80351.94095562407,D轮,5013.3万元人民币
2019-04-11,6354.893084474735,155833.67232720254,E轮,未公开
2023-04-18,2781.5754047045725,218125.46357588898,F轮,近2800万元人民币
2023-07-01,1.0,270622.33628455666,check轮,未披露
2018-12-11,244.19933529147406,1783.2657042509554,天使轮,244.20万元人民币
2018-12-23,387.59473540296716,2203.800752649535,种子轮,387.59万元人民币
2023-11-28,206.38761477551415,1549.0338928278081,众筹轮,未披露
2024-04-17,1.0,2076.5891845067913,check轮,超1万元人民币
2011-03-10,205.44039536443935,1136.6713813864262,天使轮,32.10万美元
2011-04-17,211.00220335178798,1408.1246463766222,种子轮,211.00万元人民币
2011-08-03,324.9923276979062,2129.549698954986,众筹轮,51万美元
2011-08-14,270.8014328769257,2401.3524992717826,众筹+轮,270.8万元人民币
2012-03-05,449.30801791375626,4140.941435451265,众筹++轮,逾400万元人民币
2012-12-30,605.2441248666453,5095.007083329373,众筹3轮,未公开
2013-05-07,737.6213727569201,6327.504868623831,众筹4轮,115.3万美元
2013-05-25,984.1221030869674,8280.105508540595,A轮,未公开
2014-02-25,466.51907537634094,30367.339999804837,A+轮,数百万元人民币
2015-05-11,9383.113973871821,82128.6978418841,B轮,近9400万元人民币
2016-04-30,14540.383018892298,162235.3860941398,pre-C轮,2271.9万美元
2024-04-12,8539.833371447634,216091.04571659997,C轮,未披露
2025-01-29,1.0,408669.9820199607,check轮,1.00万元人民币
2014-12-20,62.94693614445217,345.5175356065685,天使轮,近10万美元
2015-08-17,73.47255304191846,602.8363612595301,天使+轮,逾70万元人民币
2016-02-15,94.30485327412457,735.6574927098173,种子轮,逾94万元人民币
2017-04-06,238.79599265800158,1621.196869500551,pre-众筹轮,37万美元
2017-08-28,391.0030254781583,2342.3380468327614,众筹轮,未公开
2018-04-17,1045.9777114969631,8879.156863567609,A轮,未公开
2018-08-21,1164.0354872466905,11396.172428547834,B轮,近1200万元人民币
2021-12-26,912.464984439171,19494.303295657046,C轮,143万美元
2022-05-21,1.0,29108.87887961593,check轮,近0.2万美元
2010-01-08,21.89498587690546,143.9707361591895,天使轮,21.9万元人民币
2010-03-16,25.83378132147571,193.54555397477984,天使+轮,未公开
2011-11-23,59.583987471140915,303.92892759380317,种子轮,未披露
2012-01-13,41.78041485796492,377.3450439901065,众筹轮,41.8万元人民币
2014-08-23,126.27407484224676,745.7213076831156,众筹+轮,近20万美元
2015-08-30,196.41710668785313,1563.1046514002921,众筹++轮,未公开
2016-02-11,269.60867204298063,3132.770733261563,A轮,数百万元人民币
2016-04-20,349.37465866534126,3982.1640879763913,B轮,未披露
2016-05-06,99.60602541387972,4354.171817451982,C轮,近20万美元
2016-10-12,486.8094742892456,5948.055336164166,D轮,近80万美元
2019-06-11,144.2092593433172,6779.307260415588,E轮,未披露
2019-09-14,406.71395202561087,7211.116022359924,F轮,数百万元人民币
2020-04-23,443.54312762108714,7021.7826633835,F+轮,过440万元人民币
2021-12-30,402.7109936192743,10164.800402145867,IPO轮,超400万元人民币
2023-01-08,1.0,14243.630108005744,check轮,1万元人民币
2015-04-05,0.6299430791819248,4.3544547895033805,天使轮,0万美元
2017-08-16,1.1233490378908957,6.616964558013459,种子轮,超0万美元
2018-05-30,2.017630955046862,11.004889136659065,众筹轮,逾2万元人民币
2019-01-01,1.5658342970498937,28.89883846521227,A轮,过0万美元
2019-05-08,1.1004657053439564,40.726293731925615,B轮,未披露
2019-11-23,0.9532554561437693,46.079030880859854,pre-C轮,0.1万美元
2020-01-22,0.8028155810404644,51.67331074430009,C轮,逾0.1万美元
2020-12-14,2.61102471662744,76.55605450139966,C+轮,超0万美元
2023-05-22,6.320567003562854,103.34496565019492,D轮,过6万元人民币
2023-11-16,1.0,150.61708206904189,check轮,逾1万元人民币
2013-10-04,136.2462221110391,1156.6737583937838,pre-天使轮,未公开
2014-10-22,522.7981705266469,2815.683091580699,天使轮,未披露
2015-07-06,501.23815177999546,3811.005412451952,种子轮,未公开
2016-04-20,757.1498312283919,4062.7637828953866,种子+轮,未公开
2018-04-13,1649.506898759483,8707.10103912736,pre-众筹轮,258万美元
2022-06-03,2145.3098582684934,13228.724749281208,众筹轮,数百万美元
2025-04-18,1.0,28845.45729753024,check轮,未公开
2019-08-30,7.8822285706686275,43.3722110325618,天使轮,8万元人民币
2019-09-05,8.718012854060964,50.90770797235348,pre-种子轮,超8.7万元人民币
2021-01-09,8.643367231471437,63.70497980092752,种子轮,未披露
2021-02-16,15.494519197896977,79.14961743557461,种子+轮,2.42万美元
2023-09-14,18.228319906725755,121.76201543301481,种子++轮,18.23万元人民币
2024-06-09,1.0,173.50581943395036,check轮,未公开
2008-12-13,1.2975942607219926,9.286894204756024,天使轮,过0万美元
2009-10-07,3.2928235459117685,20.840338731743234,天使+轮,近1万美元
2010-08-21,3.7323374099444244,20.720552777816422,种子轮,未公开
2011-01-26,6.308716766338503,32.068677437455435,pre-众筹轮,未公开
2014-08-04,10.781395542643418,55.634923129120395,众筹轮,1.68万美元
2017-03-09,8.488524075915713,157.68089059207787,pre-A轮,未公开
2020-04-28,34.11353851578384,282.53967578819226,A轮,逾34万元人民币
2020-10-28,85.77458789058592,751.9506317016326,A+轮,85.77万元人民币
2024-06-25,44.84088690151894,1066.8084178958409,B轮,数万美元
2026-01-11,1.0,3315.5007244809144,check轮,超1万元人民币
2008-11-13,1.4331618835756654,10.562872977307231,天使轮,逾1万元人民币
2009-08-04,1.604871485487119,16.6234862968393,天使+轮,逾1.6万元人民币
2009-11-10,1.7616433864894476,16.842315161841423,种子轮,近1.8万元人民币
2011-03-28,3.4274331194391627,29.16103082932247,众筹轮,过0.5万美元
2014-07-17,9.881611268952323,94.14293520608544,pre-A轮,近2万美元
2016-05-23,6.149921572317505,314.348858952817,A轮,数万元人民币
2016-11-02,66.60514058978151,607.1201118786263,B轮,66.61万元人民币
2020-03-23,65.69239621900684,781.8763324417451,C轮,过10万美元
2020-08-28,106.86624517841982,1366.2480995101294,C+轮,未公开
2021-04-06,97.94197852120791,1877.8041824156344,C++轮,未披露
2023-06-26,71.48604473277781,3817.688781437365,C3轮,71万元人民币
2024-04-30,1.0,5993.104126353265,check轮,超0万美元
2008-05-21,2.0482303698444198,10.399656057330949,天使轮,2万元人民币
2008-11-21,1.9428126321866015,12.490158861476113,种子轮,逾1.9万元人民币
2010-01-20,3.4802621335301893,21.960801718999782,种子+轮,未公开
2012-05-27,4.294169201619963,29.663051986958532,种子++轮,4.3万元人民币
2013-06-15,8.187138425965811,55.33399747809172,众筹轮,1.3万美元
2016-03-08,7.803547406533737,102.53233370377748,A轮,未公开
2018-03-06,20.114804424301198,196.31914682793527,B轮,20.11万元人民币
2018-05-22,6.303407658701085,240.15368402198206,pre-C轮,6.3万元人民币
2019-07-15,19.745818770772036,345.3158261219318,C轮,未公开
2021-04-27,55.42088190161186,832.9966210171775,C+轮,55万元人民币
2022-04-03,36.647851900957015,2394.2331693692754,C++轮,37万元人民币
2022-08-03,1.0,3538.8719621649557,check轮,超1万元人民币
2016-02-14,4.460483839493542,28.381721654429235,天使轮,未公开
2016-06-15,5.253389179855115,32.764280486390824,种子轮,未公开
2018-08-24,8.28717627800755,50.862039215117456,众筹轮,近1.3万美元
2020-11-03,3.7690141193395275,135.66827827955527,A轮,未公开
2024-08-09,12.606593097249394,276.67681398749994,B轮,未公开
2025-05-16,1.0,610.5300894218404,check轮,0.16万美元
2006-12-27,78.24107380333528,758.2152586374486,天使轮,近80万元人民币
2007-10-24,147.21317767964823,1156.3478733825555,种子轮,未公开
2008-04-14,370.91805408326763,1867.3216092906896,众筹轮,370.9万元人民币
2009-04-14,549.8599059104893,6254.116119092577,A轮,数十万美元
2010-11-21,467.6759175465408,25816.750324336157,A+轮,过73万美元
2011-02-12,2467.7114237412843,32987.794278450405,B轮,385.58万美元
2013-03-22,1025.7196562786946,49063.83628112995,pre-C轮,逾160万美元
2014-01-13,5267.118967586955,95790.63261480759,C轮,5267万元人民币
2015-04-14,9088.902709393311,148999.69747708345,C+轮,超9000万元人民币
2016-07-11,29578.995253226094,343769.4726620173,C++轮,数千万美元
2017-02-22,34170.524693925174,516360.88151688327,D轮,5339.1万美元
2019-01-22,27904.384819945688,581475.8236306572,D+轮,未披露
2019-07-26,40366.0567834736,725279.2677647186,pre-E轮,过4亿元人民币
2019-07-27,10660.607835720139,744246.4333288867,E轮,1.07亿元人民币
2020-11-17,28438.783279859224,785149.2577590499,F轮,未披露
2020-12-07,16732.69161989043,740359.389815262,IPO轮,1.7亿元人民币
2022-09-08,1.0,747514.8142741229,check轮,过1万元人民币
2009-03-12,9.666728617600565,91.0981696977758,天使轮,近2万美元
2009-06-18,25.14061111420482,145.33990249678635,天使+轮,超25万元人民币
2011-03-22,39.177022737311205,285.0177320919878,天使++轮,数万美元
2012-10-25,37.3158747367546,312.5648560829712,天使3轮,5.8万美元
2013-07-28,63.94217369373925,429.88560189973634,天使4轮,64万元人民币
2015-06-22,88.19110935350413,557.012130606367,种子轮,数十万元人民币
2015-10-24,110.19143240242553,645.5706911663718,众筹轮,110万元人民币
2017-07-03,282.54506111961143,2992.3732355136303,A轮,282.5万元人民币
2018-09-15,722.7561746714034,6112.969480691701,pre-B轮,112.9万美元
2022-06-14,607.9084912948313,5811.472423949349,B轮,过600万元人民币
2022-08-05,1.0,8007.968129983775,check轮,未披露
2005-02-25,2.21726028761165,14.053706991129669,天使轮,未披露
2005-07-27,4.007301961583959,20.999013101552656,pre-种子轮,过0.6万美元
2005-10-07,3.758284726140245,25.150811726588287,种子轮,未披露
2007-06-25,3.1403560613349586,33.280671223189394,众筹轮,近0.5万美元
2011-02-28,1.9248986440055758,22.31523623642768,A轮,1.92万元人民币
2011-04-03,2.6654917033422554,28.091811978823053,B轮,未公开
2012-07-28,2.50035201954415,61.9276210433148,B+轮,未披露
2014-07-16,4.383456737664031,89.62964850849391,C轮,0.7万美元
2015-09-03,9.987222225206239,220.4179892885077,D轮,未公开
2015-11-21,6.068572588989252,303.95933014118583,E轮,6万元人民币
2016-06-29,13.716278299338835,494.99392719432717,E+轮,数万美元
2018-12-20,5.40722495549684,485.36965768469076,E++轮,逾5.4万元人民币
2019-01-27,26.426221772366873,560.0596059194901,E3轮,4.1万美元
2020-06-21,24.23788859403332,781.071073382994,E4轮,未披露
2023-03-21,24.74233325632183,1120.086069472401,F轮,数万美元
2025-10-22,1.0,1734.1792264177252,check轮,过1万元人民币
2012-06-16,3.331858362746959,17.533654088099418,天使轮,数万元人民币
2015-05-11,3.436597728385789,21.186516509254115,种子轮,未披露
2015-06-29,3.917696233446383,25.074306506792784,众筹轮,3.9万元人民币
2018-05-25,1.3689345492257743,70.0858048006806,A轮,未公开
2018-11-23,4.284834003124591,84.7006166722512,pre-B轮,未公开
2018-12-19,8.223749999007767,98.09346660501923,B轮,1万美元
2019-12-22,18.460701228051803,222.89099101440348,B+轮,近3万美元
2021-07-17,25.671685098594175,366.7635283882406,C轮,数万美元
2022-06-18,1.0,667.5671531587989,check轮,0万美元
2012-09-02,26450.9813648299,149715.79072538565,天使轮,未公开
2014-01-01,30526.404758418797,168159.652484367,pre-种子轮,近5000万美元
2014-12-22,34768.955600565576,217483.4559157064,种子轮,逾5000万美元
2015-10-13,32377.912607904465,331508.09270158113,众筹轮,5059.0万美元
2017-04-17,106659.20439330535,2095894.523022521,A轮,未公开
2019-06-28,611608.4135076797,4780792.303845746,B轮,未披露
2019-07-17,244577.88616976287,5236362.200457235,pre-C轮,数十亿元人民币
2020-10-12,182412.91512835788,12381216.53291463,C轮,未公开
2021-04-03,1331107.6492910201,23501835.35870883,C+轮,未公开
2022-04-08,2596444.914111604,34633040.09654227,D轮,40.6亿美元
2024-06-21,1.0,103465264.27995451,check轮,过1万元人民币
2017-02-11,50.955919799486495,552.3001749905543,天使轮,7.96万美元
2018-02-10,143.2836564453529,941.8558485810314,种子轮,超22万美元
2019-01-26,159.80922288716496,1276.7997706687152,众筹轮,过20万美元
2019-12-27,346.24134222541716,3708.155622612708,A轮,近350万元人民币
2020-04-23,189.91381265700207,5409.456405310882,B轮,未公开
2020-09-22,553.6468091915475,8067.5011156335295,C轮,未公开
2021-06-14,1432.8725562110824,15809.050632611146,C+轮,超200万美元
2021-10-04,1.0,22459.408276180326,check轮,0.2万美元
2017-07-03,0.4634271928346708,3.606200330602187,pre-天使轮,0万元人民币
2017-07-12,0.8916701049835846,4.556083283307102,天使轮,未披露
2017-09-29,1.1797587455800393,6.309694419712262,pre-种子轮,未披露
2018-11-10,0.7547456612376517,4.705077237307202,种子轮,未公开
2019-10-28,1.0944629834225161,5.8977639595091205,种子+轮,超0万美元
2020-07-24,0.650931999893359,6.360407053953227,种子++轮,未公开
2021-10-08,0.7948598707311411,6.903203544354701,种子3轮,近1万元人民币
2023-12-24,1.0,10.144878014545574,check轮,逾0万美元
2008-01-07,19.786618978968768,133.06220474907536,天使轮,19.79万元人民币
2008-09-09,16.911574901078733,146.85800504139834,种子轮,近17万元人民币
2008-10-04,30.398931233395544,188.42285524873702,pre-众筹轮,未公开
2008-12-08,37.291810442960916,256.385930152522,众筹轮,5.83万美元
2010-01-11,71.19323383188873,1012.4249674028953,A轮,11.12万美元
2011-05-21,418.84428300568067,4377.346275138341,A+轮,近420万元人民币
2011-08-18,1163.4161861762539,9906.029103963774,A++轮,超1000万元人民币
2014-01-17,253.76017019056175,13839.870767730035,B轮,逾250万元人民币
2017-07-23,548.2472576966292,10502.297461548325,C轮,未公开
2017-08-08,717.5864415821504,11790.440504386163,C+轮,逾110万美元
2018-01-01,524.0967621979862,19269.122575556823,D轮,数十万美元
2018-06-07,624.9968376371096,22105.3288800599,E轮,未披露
2018-10-29,2080.475588500072,32426.70644959102,E+轮,数千万元人民币
2019-09-12,501.05867959408005,32026.824375591816,pre-F轮,未公开
2019-10-21,2102.3039848591625,35265.52756081211,F轮,数千万元人民币
2020-05-16,1026.1138123775554,41106.893257140815,F+轮,超1000万元人民币
2020-08-08,2050.9045254472016,44099.164136795705,IPO轮,逾2000万元人民币
2021-11-13,1.0,65116.22751671207,check轮,未披露
2019-02-09,735.1654065133421,4736.452599743426,pre-天使轮,735万元人民币
2020-01-11,781.6519647774929,7193.37764261874,天使轮,未披露
2020-11-20,1797.588609965034,9536.538894917885,天使+轮,1798万元人民币
2021-01-19,2183.959089007486,12364.745431549092,天使++轮,未公开
2021-10-16,2988.6687231964793,21351.643613299908,天使3轮,未公开
2021-12-08,1.0,27976.47977074275,check轮,0万美元
2007-03-20,22.547023264567567,220.28251568636256,天使轮,数十万元人民币
2007-07-21,57.97156439667724,340.7345105186768,天使+轮,数十万元人民币
2007-10-01,48.65388655799248,451.1874979055117,种子轮,48.7万元人民币
2008-10-10,168.4060221149843,1078.5693170987208,众筹轮,168.4万元人民币
2010-01-19,188.8802507029347,4483.619444750727,A轮,数十万美元
2010-07-29,561.5646618498836,8698.742967225104,B轮,近600万元人民币
2011-11-28,663.1653478735542,16501.714734673988,B+轮,104万美元
2018-08-30,916.2307304687041,13322.0020621359,B++轮,过140万美元
2020-12-18,2594.972777061735,31750.329728134056,C轮,未公开
2024-12-25,1563.8012984673019,18150.719604206806,D轮,未公开
2025-04-05,1.0,23819.535879315015,check轮,1.00万元人民币
2003-01-18,26848.221718026023,183525.58749403403,天使轮,4195.0万美元
2003-08-11,22772.554848292755,208857.81012448124,种子轮,3558.21万美元
2003-08-22,36132.6760385727,249161.24621163748,众筹轮,近4亿元人民币
2004-01-18,66454.98609331874,620678.6015239278,A轮,超6.6亿元人民币
2004-04-25,64467.37461305796,885569.6766953482,pre-B轮,数亿元人民币
2004-05-28,152256.09540049362,1190408.73426956,B轮,近2.4亿美元
2004-07-02,98856.22494386684,1623902.2118106883,C轮,近10亿元人民币
2006-06-02,142127.99759545235,1816015.3352835889,D轮,未公开
2006-11-27,99865.52212636538,2161769.7623964,D+轮,9.99亿元人民币
2007-01-06,115247.93607211624,2462202.610627766,D++轮,未公开
2007-11-18,117891.48983078306,4235996.74046374,E轮,过10亿元人民币
2008-06-24,168945.66799658863,7119931.868130546,E+轮,未披露
2008-09-29,514851.3391557767,8594154.454861898,F轮,8.04亿美元
2009-03-04,171565.78093800734,7341692.149382954,IPO轮,17.2亿元人民币
2009-03-22,1.0,7742484.891019166,check轮,1.0万元人民币
2021-06-03,1.0890291223811743,6.897201489791399,天使轮,未披露
2021-08-28,1.0,9.097670783684196,check轮,近0.2万美元
2023-04-21,1.8385019047742281,11.44180520238536,天使轮,0.29万美元
2023-12-25,1.0,16.81748079672591,check轮,1万元人民币
2016-03-18,7.180507212509898,56.91000232283796,天使轮,1.12万美元
2017-12-15,7.796379306773398,48.39418186481629,种子轮,未披露
2019-06-04,8.03302065249488,69.18547944203836,众筹轮,未公开
2019-06-16,9.912354439635552,81.89103983256148,众筹+轮,近2万美元
2020-11-11,16.219282888856206,227.7128165111404,A轮,近20万元人民币
2021-09-07,41.573421678011556,363.3902298699545,B轮,数十万元人民币
2021-12-16,1.0,538.3728788859548,check轮,0.16万美元
2002-06-28,11.238176426668835,76.44703302652059,pre-天使轮,1.8万美元
2005-10-06,4.3798769701892075,46.41555705132606,天使轮,逾4万元人民币
2005-12-08,5.993395559667066,57.024660281674215,天使+轮,未披露
2008-03-26,5.930968033372744,55.296151748885514,种子轮,超5.9万元人民币
2008-07-11,12.94077375975518,74.26277809971482,众筹轮,过10万元人民币
2009-01-15,15.997465516120831,210.4492504578135,pre-A轮,16.00万元人民币
2009-11-04,67.86108383534349,859.7602765618586,A轮,67.86万元人民币
2011-01-15,69.73514506901962,1265.0710534477378,B轮,未公开
2011-03-07,123.66902387121465,1370.3069451304516,C轮,超120万元人民币
2011-12-16,130.52420712795694,1603.8702028633456,D轮,超100万元人民币
2013-09-12,148.8388535353733,2684.8387448090834,D+轮,近150万元人民币
2014-01-21,198.5177030084268,4270.6401772777,pre-E轮,未公开
2014-03-02,125.20513585043416,4508.299713171519,E轮,125.2万元人民币
2014-06-17,294.7713873871244,5343.865417396435,F轮,未公开
2015-02-24,146.60656721249288,5220.382065249133,IPO轮,22.91万美元
2015-07-16,1.0,4597.805725640037,check轮,0.2万美元
2012-10-12,2.331390072859885,13.33030075966469,天使轮,过0万美元
2013-08-31,3.411053589502303,20.77322547041081,天使+轮,过0.5万美元
2018-03-07,8.936903546873861,46.079011687984575,种子轮,8.9万元人民币
2019-02-16,13.70612905061138,89.86049900645726,众筹轮,未公开
2020-12-27,3.0659270748416483,193.24391771389605,A轮,过0万美元
2021-04-29,22.593832589356918,330.8752350442766,B轮,数万美元
2022-03-14,21.81552716477732,748.8463242840822,B+轮,近22万元人民币
2022-07-17,1.0,1243.1653050070872,check轮,1万元人民币
2010-01-26,1.1007476534827765,9.759752363831424,天使轮,未披露
2014-04-17,2.2938609055127834,12.767278456641952,种子轮,2.29万元人民币
2014-05-14,2.267976466071878,16.265004241798078,种子+轮,未披露
2016-05-26,3.3029536696464117,20.551171212191306,种子++轮,未披露
2016-11-18,4.845362979095045,25.630157697858905,种子3轮,1万美元
2018-03-25,5.453863647407814,42.596738929277926,众筹轮,数万元人民币
2019-06-27,26.70768029657734,208.33144215749698,A轮,近30万元人民币
2023-08-03,57.90408151165787,483.4862499805938,B轮,数十万元人民币
2024-10-20,1.0,858.2579072183286,check轮,过1万元人民币
2016-12-11,38.11821926275679,288.99033395583194,天使轮,未披露
2019-05-22,25.017365934897562,217.846521926189,pre-种子轮,未披露
2020-01-22,71.64225894772999,359.0485077531338,种子轮,近72万元人民币
2020-03-10,78.09472045145442,438.8282987795989,种子+轮,12.20万美元
2022-09-29,74.33844894600962,456.0033247726748,众筹轮,74.34万元人民币
2023-07-06,1.0,643.6491688321174,check轮,未披露
2004-10-27,8.88148502496319,55.74105967407787,天使轮,未公开
2005-03-28,8.511234520339618,70.0404218564664,pre-种子轮,8.51万元人民币
2007-01-23,10.322441673751094,62.98190841890969,种子轮,逾10万元人民币
2007-05-17,17.315071326775037,93.40560461334631,pre-众筹轮,近20万元人民币
2007-07-06,12.855814938760973,109.99382050914492,众筹轮,近13万元人民币
2008-03-06,23.583944985279228,161.51157028832318,众筹+轮,数万美元
2009-09-02,20.37091176305497,594.600480966326,A轮,未披露
2010-03-28,78.59182283329602,1144.3975624296888,pre-B轮,12.28万美元
2011-01-26,111.85435693603449,1509.267490853493,B轮,17.48万美元
2011-07-17,109.96458601049304,2563.5776619550857,B+轮,未公开
2012-07-04,45.00703504308324,3313.580550806654,pre-C轮,7.0万美元
2014-06-19,137.37577509511038,3683.9259216040996,C轮,未披露
2014-12-26,113.37736639882498,4379.751528887734,D轮,113.4万元人民币
2015-02-13,251.5180272234021,5024.762801512041,E轮,过39万美元
2015-12-23,280.64411561559757,6463.5518857830975,E+轮,超280万元人民币
2016-02-21,334.8685392436905,8124.984530399673,E++轮,334.9万元人民币
2016-05-05,401.5667906766274,9818.340226904185,F轮,401.57万元人民币
2016-12-21,115.86380276944188,10896.44231241812,IPO轮,115.86万元人民币
2018-04-07,1.0,15083.064906001677,check轮,未公开
2010-05-28,145.46670076236092,1505.1292802682651,天使轮,145.5万元人民币
2010-09-04,224.79990465610135,1950.7141170366706,天使+轮,数百万元人民币
2011-10-04,252.83460924615352,2415.9789232978555,pre-种子轮,未披露
2012-04-25,545.7343819077485,2839.066560591143,种子轮,546万元人民币
2014-01-18,387.95072219395564,2750.610139147002,众筹轮,过60万美元
